Ion_rad_avg,BP_avg,MP_avg,Density_avg,At_wt_avg,Cov_rad_avg,Ion_Energy_avg,Elec_Aff_avg,At_vol_avg,Thermal_expn_avg,Sp_heat_cap_avg,Therm_cond_avg,Elec_cond_avg,Heat_fusion_avg,Heat_vap_avg,Electronegativity_avg,At_num_avg,Period_avg,Group_avg,Ox_state_avg,Ion_rad_diff,BP_diff,MP_diff,Density_diff,At_wt_diff,Cov_rad_diff,Ion_Energy_diff,Elec_Aff_diff,At_vol_diff,Thermal_expn_diff,Sp_heat_cap_diff,Therm_cond_diff,Elec_cond_diff,Heat_fusion_diff,Heat_vap_diff,Electronegativity_diff,At_num_diff,Period_diff,Group_diff,Ox_state_diff,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
0.78,2105.0,666.845,7.0,118.29,1.42,696.0,65.0,16.965,21.55,0.22,52.95,3.0,11.545,147.155,1.915,50.0,5.0,14.0,3.0,0.02,245.0,237.065,0.31,3.47,0.02,137.7,36.0,1.265,10.55,0.01,28.65,0.4,8.285,79.185,0.135,1.0,0.0,1.0,0.0,False,False,True,False,False,False,False,False,False,False
0.915,2093.5,487.185,8.53,161.9,1.45,630.8,69.5,18.5,22.75,0.175,44.735,2.15,7.13,202.67,1.9,66.0,5.5,14.0,3.0,0.115,256.5,57.405,1.22,47.08,0.01,72.5,40.5,2.8,9.35,0.055,36.865,1.25,3.87,23.67,0.12,17.0,0.5,1.0,0.0,False,False,True,False,False,False,False,False,False,False
1.65,911.67,320.075,6.55,109.195,1.115,995.8,11.5,17.25,134.95,0.585,23.065,2.8,2.315,82.44,2.54,44.0,4.0,14.0,2.0,0.06,834.33,256.925,5.3,95.185,0.365,406.5,18.5,0.05,105.05,0.455,23.035,2.8,1.955,79.65,0.5,37.0,2.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False
0.88,1149.5,447.15,6.835,117.675,1.27,800.5,50.85,17.1,78.45,0.45,23.165,2.8,2.45,87.245,2.115,48.0,4.5,14.0,3.0,0.71,596.5,129.85,5.015,86.705,0.21,211.2,20.85,0.1,48.55,0.32,22.935,2.8,1.82,74.845,0.075,33.0,1.5,1.0,2.0,False,False,True,False,False,False,False,False,False,False
1.085,1311.0,833.5,8.815,139.65,1.34,768.15,53.5,15.15,22.65,0.23,48.05,4.7,15.985,97.245,2.1,57.0,5.0,14.0,2.0,0.505,435.0,256.5,3.035,64.73,0.14,178.85,23.5,2.05,7.25,0.1,1.95,0.9,11.715,64.845,0.06,24.0,1.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False
1.175,1803.0,740.455,9.27,163.07,1.44,711.5,65.5,17.715,20.45,0.17,35.2,4.1,12.05,115.03,2.045,66.0,5.5,14.0,2.0,0.415,57.0,163.455,2.58,41.31,0.04,122.2,35.5,0.515,9.45,0.04,10.9,1.5,7.78,47.06,0.005,15.0,0.5,1.0,1.0,False,False,True,False,False,False,False,False,False,False
1.31,1791.5,560.795,10.8,206.68,1.47,646.3,70.0,19.25,21.65,0.125,26.985,3.25,7.635,170.545,2.03,82.0,6.0,14.0,2.0,0.28,45.5,16.205,1.05,2.3,0.01,57.0,40.0,2.05,8.25,0.005,19.115,2.35,3.365,8.455,0.01,1.0,0.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False
0.21,3865.0,2754.0,2.295,20.05,0.94,936.4,127.95,8.34,1.8,0.705,74.85,0.035,77.6,537.0,2.225,10.0,2.5,14.0,4.0,0.05,1235.0,1071.0,0.035,8.04,0.17,150.0,5.65,3.76,0.8,0.005,73.15,0.035,27.4,178.0,0.325,4.0,0.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.345,4103.5,2518.25,3.79,42.31,0.995,924.25,121.15,9.09,3.35,0.515,30.8,0.035,68.4,524.65,2.28,19.0,3.0,14.0,4.0,0.185,996.5,1306.75,1.53,30.3,0.225,162.15,1.15,4.51,2.35,0.195,29.1,0.035,36.6,190.35,0.27,13.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.435,3988.0,2165.06,4.785,65.36,1.09,897.5,121.65,10.44,11.5,0.47,34.15,4.385,56.1,502.685,2.255,28.0,3.5,14.0,4.0,0.275,1112.0,1659.94,2.525,53.35,0.32,188.9,0.65,5.86,10.5,0.24,32.45,4.315,48.9,212.315,0.295,22.0,1.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.395,2868.5,1447.25,3.825,50.35,1.165,774.25,126.8,12.85,4.15,0.51,103.95,0.0,41.0,346.65,1.955,23.0,3.5,14.0,4.0,0.135,238.5,235.75,1.495,22.26,0.055,12.15,6.8,0.75,1.55,0.19,44.05,0.0,9.2,12.35,0.055,9.0,0.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.485,2753.0,1094.06,4.82,73.4,1.26,747.5,127.3,14.2,12.3,0.465,107.3,4.35,28.7,324.685,1.93,32.0,4.0,14.0,4.0,0.225,123.0,588.94,2.49,45.31,0.15,38.9,6.3,2.1,9.7,0.235,40.7,4.35,21.5,34.315,0.03,18.0,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.62,2991.5,858.31,6.315,95.66,1.315,735.35,120.5,14.95,13.85,0.275,63.25,4.35,19.5,312.335,1.985,41.0,4.5,14.0,4.0,0.09,115.5,353.19,0.995,23.05,0.095,26.75,0.5,1.35,8.15,0.045,3.35,4.35,12.3,21.965,0.025,9.0,0.5,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.65,2177.5,693.6,1.615,16.96,1.205,548.9,52.4,11.55,34.55,2.24,160.85,24.7,6.85,218.95,1.295,8.0,2.5,7.0,2.0,0.11,562.5,239.9,1.085,10.02,0.025,28.7,7.4,1.55,11.45,1.34,76.15,13.0,3.85,71.85,0.315,5.0,0.5,6.0,1.0,False,False,True,False,False,False,False,False,False,False
0.67,3074.0,1747.0,8.9,58.81,1.155,747.35,90.5,6.645,13.2,0.43,95.35,16.25,16.695,375.4,1.895,27.5,4.0,9.5,2.0,0.02,69.0,21.0,0.0,0.12,0.005,10.65,20.5,0.055,0.2,0.01,4.65,1.65,0.505,2.1,0.015,0.5,0.0,0.5,0.0,False,False,True,False,False,False,False,False,False,False
0.645,2924.5,1373.75,2.845,35.97,1.31,604.3,31.55,12.5,16.55,0.735,126.4,19.6,13.405,297.8,1.485,17.0,3.5,8.0,3.0,0.105,184.5,440.25,0.145,8.99,0.13,26.7,13.45,2.5,6.55,0.165,110.6,18.1,2.705,7.0,0.125,4.0,0.5,5.0,0.0,False,False,True,False,False,False,False,False,False,False
0.71,2922.5,1541.3,8.93,61.075,1.16,741.05,114.65,6.845,14.95,0.415,245.85,37.65,15.17,339.0,1.905,28.5,4.0,10.5,2.0,0.02,82.5,184.7,0.03,2.385,0.01,4.35,3.65,0.255,1.55,0.025,155.15,23.05,2.03,38.5,0.005,0.5,0.0,0.5,0.0,False,False,True,False,False,False,False,False,False,False
0.62,3014.0,1767.0,8.385,57.27,1.16,748.0,67.5,6.845,12.6,0.445,85.45,12.9,15.5,363.5,1.87,27.0,4.0,9.0,2.5,0.07,9.0,41.0,0.515,1.42,0.01,11.3,43.5,0.255,0.8,0.005,5.25,1.7,1.7,14.0,0.04,1.0,0.0,1.0,0.5,False,False,True,False,False,False,False,False,False,False
0.65,3282.5,1830.5,6.72,53.285,1.235,697.35,65.5,8.615,11.0,0.48,56.3,8.6,17.9,401.35,1.725,25.0,4.0,7.0,3.0,0.04,277.5,104.5,2.18,5.405,0.085,39.35,45.5,2.025,2.4,0.04,34.4,6.0,0.7,23.85,0.185,3.0,0.0,3.0,1.0,False,False,True,False,False,False,False,False,False,False
0.575,3150.0,1434.25,3.62,37.43,1.25,617.8,32.5,10.32,15.85,0.71,129.45,20.15,14.65,358.0,1.575,17.5,3.5,8.5,3.5,0.035,410.0,500.75,0.92,10.45,0.07,40.2,12.5,0.32,7.25,0.19,107.55,17.55,3.95,67.2,0.035,4.5,0.5,4.5,0.5,False,False,True,False,False,False,False,False,False,False
0.615,2872.5,1329.75,5.8,42.835,1.165,657.15,78.0,8.295,18.25,0.67,163.85,26.15,13.95,334.15,1.76,20.5,3.5,11.5,2.5,0.075,132.5,396.25,3.1,15.855,0.015,79.55,33.0,1.705,4.85,0.23,73.15,11.55,3.25,43.35,0.15,7.5,0.5,1.5,0.5,False,False,True,False,False,False,False,False,False,False
0.725,2110.0,1139.3,5.35,43.88,1.265,741.55,-55.85,10.535,20.65,0.705,278.5,41.55,11.045,214.05,1.605,20.5,3.5,6.5,2.0,0.005,730.0,217.3,3.61,19.58,0.095,3.85,174.15,3.435,4.15,0.315,122.5,19.15,2.095,86.45,0.295,8.5,0.5,4.5,0.0,False,False,True,False,False,False,False,False,False,False
0.705,2192.5,1324.0,5.32,41.495,1.255,737.2,-59.5,10.28,19.1,0.73,123.35,18.5,13.075,252.55,1.61,20.0,3.5,6.0,2.0,0.015,812.5,402.0,3.58,17.195,0.105,0.5,170.5,3.69,5.7,0.29,32.65,3.9,4.125,124.95,0.3,8.0,0.5,4.0,0.0,False,False,True,False,False,False,False,False,False,False
0.495,2991.5,1246.75,2.275,17.995,1.04,738.5,-97.5,7.5,17.2,1.36,218.5,31.35,11.205,293.9,1.59,8.5,2.5,7.5,2.5,0.045,251.5,313.25,0.425,8.985,0.14,160.9,142.5,2.5,5.9,0.46,18.5,6.35,0.505,3.1,0.02,4.5,0.5,5.5,0.5,False,False,True,False,False,False,False,False,False,False
0.95,2449.5,552.885,9.33,162.955,1.44,712.05,115.5,17.235,25.4,0.18,50.95,6.75,5.985,234.135,2.145,66.0,5.5,14.0,3.0,0.24,426.5,47.765,2.02,44.245,0.03,3.45,5.5,0.935,3.4,0.05,15.65,1.95,1.215,56.235,0.185,16.0,0.5,0.0,1.0,False,False,True,False,False,False,False,False,False,False
0.83,1958.0,549.69,7.98,115.56,1.41,788.15,60.5,14.7,26.4,0.23,81.7,11.7,6.635,195.12,1.825,49.0,5.0,13.0,3.0,0.12,918.0,44.57,0.67,3.15,0.0,79.55,60.5,1.6,4.4,0.0,15.1,3.0,0.565,95.25,0.135,1.0,0.0,1.0,1.0,False,False,True,False,False,False,False,False,False,False
1.07,1531.5,597.455,10.0,159.805,1.44,791.6,55.0,15.635,29.8,0.18,66.05,9.75,5.42,138.885,2.01,65.0,5.5,13.0,2.0,0.12,491.5,3.195,1.35,47.395,0.03,76.1,55.0,2.535,1.0,0.05,30.75,4.95,0.65,39.015,0.32,17.0,0.5,1.0,0.0,False,False,True,False,False,False,False,False,False,False
0.655,2975.0,1928.0,8.045,55.345,1.165,694.75,87.5,6.91,9.15,0.445,92.2,11.25,18.6,358.5,1.785,26.0,4.0,8.0,2.5,0.035,30.0,202.0,0.855,3.345,0.015,41.95,23.5,0.32,4.25,0.005,1.5,3.35,1.4,19.0,0.125,2.0,0.0,2.0,0.5,False,False,True,False,False,False,False,False,False,False
0.585,2984.0,1969.0,7.53,53.925,1.175,706.05,44.0,7.165,8.35,0.45,86.95,9.55,16.9,344.5,1.745,25.0,4.0,7.0,3.0,0.035,39.0,161.0,0.34,1.925,0.005,53.25,20.0,0.065,3.45,0.0,6.75,1.65,3.1,5.0,0.085,1.0,0.0,1.0,0.0,False,False,True,False,False,False,False,False,False,False
0.64,3958.5,2311.0,9.56,77.315,1.225,710.8,103.5,7.995,9.1,0.345,114.35,15.95,26.6,483.95,2.035,35.0,4.5,8.0,4.0,0.05,953.5,585.0,0.66,18.625,0.075,25.9,7.5,1.405,4.3,0.095,23.65,1.35,9.4,106.45,0.125,7.0,0.5,2.0,2.0,False,False,True,False,False,False,False,False,False,False
0.62,4027.5,2332.0,9.56,77.435,1.23,721.45,83.0,8.05,8.9,0.335,119.0,17.6,26.095,481.85,2.02,34.5,4.5,7.5,4.0,0.03,884.5,564.0,0.66,18.505,0.07,36.55,13.0,1.35,4.1,0.085,19.0,0.3,9.905,108.55,0.14,7.5,0.5,1.5,2.0,False,False,True,False,False,False,False,False,False,False
0.61,4385.0,2912.5,13.245,117.925,1.24,711.4,62.0,8.38,4.7,0.29,133.85,13.05,27.7,381.04,2.01,49.0,5.0,6.0,4.5,0.01,1440.0,782.5,6.055,65.925,0.06,58.6,2.0,1.15,0.2,0.16,40.15,5.15,7.7,41.54,0.35,25.0,1.0,0.0,1.5,False,False,True,False,False,False,False,False,False,False
0.605,3928.5,2513.0,8.705,73.97,1.24,668.85,80.0,8.315,4.85,0.35,115.85,12.6,28.0,464.95,1.91,33.0,4.5,6.0,4.5,0.015,983.5,383.0,1.515,21.97,0.06,16.05,16.0,1.085,0.05,0.1,22.15,4.7,8.0,125.45,0.25,9.0,0.5,0.0,1.5,False,False,True,False,False,False,False,False,False,False
0.87,2858.0,1095.06,7.93,140.605,1.5,640.3,85.5,17.65,15.8,0.2,38.65,4.9,9.13,260.185,1.59,58.0,5.5,8.5,3.5,0.16,18.0,589.94,0.62,21.895,0.09,68.3,35.5,1.35,6.2,0.03,27.95,3.8,1.93,30.185,0.37,8.0,0.5,5.5,0.5,False,False,True,False,False,False,False,False,False,False
0.89,2974.5,1749.5,5.77,103.73,1.515,601.5,34.05,17.0,9.8,0.37,13.25,1.3,13.585,267.4,1.29,43.5,5.0,3.0,3.0,0.14,134.5,64.5,2.78,58.77,0.075,29.5,15.95,2.0,0.2,0.2,2.55,0.2,2.525,37.4,0.07,22.5,1.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.77,2248.5,1022.75,2.125,33.53,1.46,583.7,-55.5,17.95,22.7,0.775,218.5,34.5,9.615,222.735,1.305,16.5,3.5,7.5,2.5,0.23,491.5,89.25,0.575,6.55,0.28,6.1,100.5,7.95,0.4,0.125,18.5,3.2,1.085,68.065,0.305,3.5,0.5,5.5,0.5,False,False,True,False,False,False,False,False,False,False
0.93,3356.0,1524.295,11.53,193.735,1.45,672.65,55.0,17.45,9.65,0.13,15.435,2.15,16.38,420.035,1.66,77.5,6.0,9.5,3.5,0.1,1519.0,979.705,1.78,15.245,0.01,30.65,55.0,3.85,3.75,0.01,7.565,1.25,5.38,241.035,0.36,5.5,0.0,5.5,0.5,False,False,True,False,False,False,False,False,False,False
1.06,2672.5,1340.0,6.57,154.61,1.73,569.5,50.0,24.4,19.5,0.21,12.25,0.95,12.97,243.72,1.2,63.5,6.0,3.0,3.0,0.01,872.5,245.0,1.33,2.64,0.12,22.5,0.0,4.5,21.5,0.03,1.65,0.15,2.51,67.99,0.0,0.5,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.79,3992.0,2159.0,8.15,111.725,1.44,636.5,9.05,14.3,7.95,0.355,19.4,2.45,18.935,482.935,1.33,46.5,5.0,3.5,3.5,0.04,883.0,345.0,5.16,66.765,0.0,5.5,9.05,0.7,2.05,0.215,3.6,0.95,2.825,178.135,0.03,25.5,1.0,0.5,0.5,False,False,True,False,False,False,False,False,False,False
0.425,3771.0,2289.5,6.275,62.015,1.205,735.65,114.8,10.75,3.7,0.475,143.0,8.65,43.1,474.7,2.03,28.0,4.0,10.0,5.0,0.165,1141.0,606.5,3.945,33.925,0.095,50.75,18.8,1.35,1.1,0.225,5.0,8.65,7.1,115.7,0.13,14.0,1.0,4.0,1.0,False,False,True,False,False,False,False,False,False,False
0.865,3243.5,1150.06,5.89,103.81,1.515,662.3,60.5,18.05,16.65,0.265,41.9,5.25,12.175,341.835,1.59,44.5,5.0,8.5,3.5,0.155,367.5,644.94,1.42,14.9,0.105,46.3,60.5,1.75,5.35,0.035,24.7,3.45,4.975,51.465,0.37,5.5,0.0,5.5,0.5,False,False,True,False,False,False,False,False,False,False
0.845,3072.5,1764.0,8.985,112.975,1.36,662.85,80.5,12.495,11.4,0.305,52.5,7.9,17.175,335.19,1.575,48.0,5.0,6.5,2.5,0.155,67.5,38.0,0.085,54.285,0.21,73.85,30.5,5.905,2.0,0.135,38.2,6.7,0.025,42.31,0.335,20.0,1.0,3.5,0.5,False,False,True,False,False,False,False,False,False,False
0.42,1870.41,1100.1,4.97,43.96,1.095,879.44,112.21,11.3,40.9,0.58,40.235,5.6,7.765,179.75,2.205,21.0,3.5,12.0,4.5,0.13,1152.59,707.9,2.9,11.89,0.075,120.14,88.21,4.2,29.1,0.13,39.965,5.6,6.035,169.75,0.375,5.0,0.5,4.0,1.5,False,False,True,False,False,False,False,False,False,False
1.015,3606.5,1760.5,8.87,166.11,1.585,558.0,50.0,18.84,3.1,0.195,13.5,1.15,17.04,333.355,1.235,67.5,6.0,3.0,3.0,0.035,61.5,175.5,0.97,8.86,0.025,34.0,0.0,1.06,5.1,0.045,2.9,0.35,1.56,21.645,0.035,3.5,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False
1.075,2207.44,719.155,10.16,170.75,1.57,765.0,25.0,17.81,27.2,0.165,10.42,1.25,6.165,195.965,1.565,69.5,6.0,7.5,2.5,0.055,1577.56,484.845,3.39,29.84,0.08,242.0,25.0,2.99,21.8,0.025,2.08,0.25,3.875,136.665,0.435,10.5,0.0,4.5,0.5,False,False,True,False,False,False,False,False,False,False
0.895,2362.5,1138.865,7.515,111.32,1.43,749.2,25.0,14.55,14.1,0.315,63.3,8.85,11.43,213.505,1.425,47.0,5.0,7.5,2.5,0.155,1182.5,446.135,0.385,45.93,0.18,157.2,25.0,5.35,16.1,0.075,52.7,8.05,4.05,98.205,0.225,17.0,1.0,4.5,0.5,False,False,True,False,False,False,False,False,False,False
0.89,3009.0,1182.89,8.575,144.895,1.5,541.15,39.5,16.74,20.15,0.19,49.0,2.45,10.93,290.67,1.525,60.0,5.5,8.0,3.0,0.09,659.0,753.11,1.265,30.075,0.06,17.15,10.5,1.04,11.95,0.04,32.6,0.95,7.67,64.33,0.255,11.0,0.5,5.0,0.0,False,False,True,False,False,False,False,False,False,False
1.41,1467.75,344.81,5.42,98.31,1.295,793.6,162.15,18.77,53.35,0.255,20.525,0.9,6.675,138.48,2.235,42.0,4.5,15.0,2.0,0.79,1010.25,41.89,0.49,28.59,0.035,214.8,133.15,6.97,33.65,0.115,20.075,0.9,1.085,117.58,0.425,11.0,0.5,2.0,1.0,False,False,True,False,False,False,False,False,False,False
1.045,3024.0,1619.0,8.0,120.12,1.615,611.45,34.0,23.77,14.4,0.22,84.2,12.9,14.885,317.795,1.585,50.5,5.5,5.5,2.5,0.375,946.0,617.0,4.41,17.21,0.365,108.55,86.0,15.47,6.2,0.02,65.8,10.1,6.875,177.595,0.695,5.5,0.5,3.5,0.5,False,False,True,False,False,False,False,False,False,False
1.015,2263.5,993.365,7.07,104.815,1.445,718.2,25.0,14.9,18.55,0.29,66.25,9.25,9.13,199.49,1.395,45.0,5.0,7.5,2.5,0.275,1083.5,300.635,0.06,39.425,0.195,188.2,25.0,5.7,11.65,0.1,49.75,7.65,1.75,84.19,0.255,15.0,1.0,4.5,0.5,False,False,True,False,False,False,False,False,False,False
0.81,3490.5,2033.0,10.135,103.42,1.42,632.9,56.35,16.615,37.75,0.68,157.5,19.15,19.0,260.295,1.645,42.5,4.5,3.5,3.5,0.21,2334.5,1662.0,9.165,80.43,0.12,137.1,3.65,7.085,33.25,0.55,16.5,0.95,16.4,162.285,0.715,31.5,1.5,2.5,2.5,False,False,True,False,False,False,False,False,False,False
1.295,2515.925,1492.975,12.86,136.06,1.205,1009.95,237.3,17.07,3.2,0.18,73.56,10.65,15.825,289.15,2.58,56.0,5.0,13.0,2.5,0.665,2184.075,1227.025,9.74,56.16,0.065,129.95,87.3,8.53,3.2,0.05,73.44,10.65,10.535,274.43,0.38,21.0,1.0,4.0,1.5,False,False,True,False,False,False,False,False,False,False
0.995,2186.5,515.215,9.33,161.01,1.455,636.9,69.5,16.935,30.45,0.18,58.45,4.1,4.015,202.12,2.055,65.5,5.5,13.5,2.5,0.195,163.5,85.435,2.02,46.19,0.015,78.6,40.5,1.235,1.65,0.05,23.15,0.7,0.755,24.22,0.275,16.5,0.5,0.5,0.5,False,False,True,False,False,False,False,False,False,False
1.02,2507.0,1338.5,7.435,165.145,1.655,597.5,50.0,22.345,11.55,0.195,22.75,2.25,11.59,219.855,1.15,67.0,6.0,3.0,3.0,0.03,1038.0,246.5,0.465,7.895,0.045,5.5,0.0,2.445,13.55,0.045,12.15,1.45,3.89,91.855,0.05,3.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.935,1908.0,1078.54,6.12,66.085,1.35,734.35,-52.15,12.135,21.85,0.625,292.5,42.65,10.125,189.115,1.62,29.5,4.0,6.5,1.5,0.215,528.0,156.54,4.38,41.785,0.01,3.35,177.85,1.835,2.95,0.395,136.5,20.25,1.175,61.515,0.31,17.5,1.0,4.5,0.5,False,False,True,False,False,False,False,False,False,False
0.565,1949.5,1449.0,6.825,65.385,1.185,853.15,50.5,10.1,13.6,0.39,65.1,7.5,20.75,190.95,1.995,29.5,4.0,11.5,3.0,0.015,1073.5,359.0,1.045,9.535,0.015,93.85,26.5,3.0,1.8,0.06,15.1,3.7,6.95,158.55,0.165,3.5,0.0,3.5,0.0,False,False,True,False,False,False,False,False,False,False
1.085,2845.5,1268.325,10.595,191.085,1.515,619.75,80.0,17.975,18.5,0.14,25.85,3.15,11.685,266.45,1.8,76.5,6.0,8.5,2.5,0.105,822.5,667.675,0.755,16.115,0.045,95.75,30.0,0.195,10.3,0.01,9.45,1.65,6.915,88.55,0.53,5.5,0.0,5.5,0.5,False,False,True,False,False,False,False,False,False,False
0.815,2481.5,1375.75,6.01,97.955,1.37,586.8,47.5,14.05,17.55,0.53,126.9,19.5,13.75,240.9,1.43,41.0,4.5,8.0,3.0,0.275,258.5,442.25,3.31,70.975,0.19,9.2,2.5,4.05,5.55,0.37,110.1,18.2,3.05,49.9,0.18,28.0,1.5,5.0,0.0,False,False,True,False,False,False,False,False,False,False
1.08,3584.0,1782.5,9.035,166.95,1.575,544.0,50.0,18.49,8.8,0.165,13.75,1.2,14.7,325.0,1.235,68.0,6.0,3.0,3.0,0.1,84.0,153.5,0.805,8.02,0.015,20.0,0.0,0.71,0.6,0.015,2.65,0.3,3.9,30.0,0.035,3.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.4,3140.0,1923.0,4.22,39.515,1.165,718.2,91.8,10.44,5.5,0.595,89.35,2.0,36.5,402.85,1.765,18.5,3.5,9.5,4.5,0.14,510.0,240.0,1.89,11.425,0.055,68.2,41.8,1.66,2.9,0.105,58.65,2.0,13.7,43.85,0.135,4.5,0.5,4.5,0.5,False,False,True,False,False,False,False,False,False,False
0.635,5157.5,3021.0,15.585,141.555,1.3,752.0,103.0,9.68,6.2,0.2,70.65,9.45,28.095,658.85,1.9,58.5,5.5,6.5,4.5,0.005,142.5,279.0,7.015,48.645,0.04,88.0,7.0,1.19,1.1,0.07,16.95,2.85,1.195,31.25,0.3,17.5,0.5,1.5,0.5,False,False,True,False,False,False,False,False,False,False
0.885,4207.5,1895.5,14.685,166.17,1.46,703.9,100.0,14.605,5.8,0.16,79.2,11.35,17.78,438.69,1.66,67.5,6.0,6.0,3.5,0.255,492.5,824.5,7.915,26.05,0.19,176.1,50.0,6.065,0.6,0.03,67.8,9.95,8.58,124.89,0.54,9.5,0.0,3.0,0.5,False,False,True,False,False,False,False,False,False,False
0.985,4233.5,1666.0,6.64,116.065,1.55,591.5,50.0,17.45,5.55,0.235,17.6,1.9,15.52,461.565,1.23,49.5,5.5,3.5,3.5,0.145,448.5,462.0,0.13,24.845,0.1,68.5,0.0,3.35,0.15,0.045,5.1,0.4,5.48,128.935,0.1,9.5,0.5,0.5,0.5,False,False,True,False,False,False,False,False,False,False
1.01,3054.0,1774.5,8.935,166.095,1.575,585.0,50.0,18.55,9.6,0.17,15.25,1.15,17.15,271.96,1.235,67.5,6.0,3.0,3.0,0.01,86.0,27.5,0.135,1.165,0.005,4.0,0.0,0.15,0.2,0.0,0.95,0.05,0.0,20.92,0.005,0.5,0.0,0.0,0.0,False,False,True,False,False,False,False,False,False,False
0.84,3946.0,2521.0,11.025,167.105,1.46,656.5,55.0,14.74,2.25,0.165,93.65,9.65,23.245,307.105,1.765,68.0,6.0,4.5,4.5,0.24,1879.0,1174.0,8.275,16.745,0.16,113.5,5.0,5.21,2.25,0.035,80.35,8.55,12.155,115.475,0.595,6.0,0.0,1.5,1.5,False,False,True,False,False,False,False,False,False,False
0.925,3135.0,1569.79,14.185,182.115,1.455,739.55,136.37,14.3,11.8,0.15,165.65,25.0,14.755,308.655,1.89,73.5,6.0,7.0,3.0,0.075,5.0,232.21,5.115,14.855,0.115,150.55,86.37,4.1,2.4,0.02,151.35,23.8,2.395,15.775,0.65,5.5,0.0,4.0,0.0,False,False,True,False,False,False,False,False,False,False
0.605,2551.5,1231.955,4.27,65.385,1.15,866.55,-69.5,11.615,11.15,1.015,112.15,13.8,15.77,182.485,1.81,27.5,3.5,8.5,2.5,0.155,691.5,328.045,2.42,56.375,0.25,32.85,170.5,6.615,0.15,0.805,87.85,11.2,4.06,114.515,0.24,23.5,1.5,6.5,0.5,False,False,True,False,False,False,False,False,False,False
0.635,3707.0,1491.06,9.405,108.355,1.34,705.3,95.5,12.4,15.0,0.235,58.6,4.35,15.1,396.185,1.93,46.5,5.0,10.5,5.5,0.075,831.0,985.94,2.095,10.355,0.07,3.3,25.5,3.9,7.0,0.005,8.0,4.35,7.9,105.815,0.03,3.5,0.0,3.5,1.5,False,False,True,False,False,False,False,False,False,False
1.2,2873.0,1469.0,6.715,156.15,1.77,513.45,-1.0,28.51,14.4,0.175,17.4,2.15,13.305,247.6,1.08,63.5,6.0,2.5,2.5,0.22,795.0,467.0,3.125,18.82,0.21,10.55,51.0,10.73,6.2,0.025,1.0,0.65,5.295,107.4,0.19,7.5,0.0,0.5,0.5,False,False,True,False,False,False,False,False,False,False
1.315,2150.925,1250.975,7.765,91.405,1.195,929.95,222.3,16.95,4.1,0.235,75.06,11.5,13.525,255.055,2.62,40.0,4.5,13.0,2.0,0.645,1819.075,985.025,4.645,11.505,0.055,209.95,102.3,8.65,4.1,0.005,74.94,11.5,8.235,240.335,0.34,5.0,0.5,4.0,1.0,False,False,True,False,False,False,False,False,False,False
1.065,442.425,291.625,2.47,55.435,1.1,1075.8,198.15,21.3,63.5,0.5,0.175,0.0,2.96,13.56,2.575,25.0,3.5,16.0,3.0,0.895,110.575,25.675,0.65,24.465,0.04,64.1,126.45,4.3,63.5,0.27,0.055,0.0,2.33,1.16,0.385,10.0,0.5,1.0,2.0,False,False,True,False,False,False,False,False,False,False
0.88,3942.5,1623.05,14.11,167.995,1.475,696.5,127.65,14.95,7.1,0.16,42.05,5.45,14.85,421.54,1.705,68.5,6.0,6.5,3.5,0.25,157.5,419.05,7.34,27.085,0.175,173.5,77.65,5.85,1.7,0.03,29.55,3.95,4.81,88.91,0.575,9.5,0.0,3.5,0.5,False,False,True,False,False,False,False,False,False,False
0.63,2193.5,1397.5,1.94,34.085,1.425,688.1,-11.2,19.0,12.45,0.675,174.0,15.65,29.365,256.835,1.45,17.0,3.5,8.0,3.0,0.37,436.5,285.5,0.39,5.995,0.315,98.3,144.8,6.9,9.85,0.025,26.0,15.65,20.835,102.165,0.45,3.0,0.5,6.0,1.0,False,False,True,False,False,False,False,False,False,False
0.735,4391.0,2085.05,13.98,143.15,1.375,765.0,127.65,11.6,7.25,0.205,47.15,5.85,20.33,550.475,1.805,59.0,5.5,7.0,4.0,0.105,291.0,42.95,7.47,51.93,0.075,105.0,77.65,2.5,1.55,0.075,24.45,3.55,0.67,40.025,0.475,19.0,0.5,3.0,0.0,False,False,True,False,False,False,False,False,False,False
